x,y,id,name,chunk: continuous,exp: homogeneous,ginfo: exploration,ginfo: remember self,ginfo: text search,goc: none,goc: reach endpoint,info: mark/tag,info: record,int: new data,map: minimap,mini: logic,ord: open,pc: discovery,pc: labor or busywork,pc: logic challenges,pc: memory,res: combine information,res: learn or apply language,res: social deduction,rpt: trial and error,set-g: crime & mystery,set-s: urban,set-t: modern times,subversion: storytelling,top: family & friends,top: language,top: romantic love,top: time,ui: accessibility,ui: sandbox,wyd: detective work,chunk: package wise,com: npc and playercharacter,enact violence,ginfo: dialog,ginfo: lookup,goc: critical failure,map: symbols,mech: other,mech: predefined notes,mech: vehicles & mounts,misc: tutorial,ord: branches,rep: narrative branches,res: process of elimination,set-s: americas,top: other,top: war,mech: quicktime events,ord: linear,pc: emotional challenges,pc: moral challenges,rep: scoring system,set-g: fantasy,set-g: other,top: discrimination,top: violence,character editor,info: connect,int: highlight,mech: stealth,rep: gameplay branches,res: apply logic,res: apply physics,set-s: europe,set-t: early modern age,vis: graphs,vis: matrix & tables,vis: overlay,wyd: puzzling,top: creatures,dd: ingame path trail,set-s: sea,spn: object quicktravel,top: monsters,dd: arrow indicator,exp: heterogeneous,info: arrange,info: other,info: visibility,map: path trail,map: place symbols,mech: place & arrange,misc: difficulty settings,mng: consumables,mng: inventory,mng: items,mng: time,res: strategic planning,rnd: enemies,rnd: world generation,spn: other,com: npc and npc,set-g: science fiction,set-t: futuristic,top: religion,map: quicktravel,set-g: adventure,vis: bars,vis: other,mini: luck,misc: secrets,com: npc and player,mech: skilltree & upgrades,mng: skills,set-g: post apocalypse,subversion: game mechanics,top: sanity,wyd: managing,mini: busywork,mini: skill,pc: skill or dexterity,set-s: asia,wyd: fighting,set-g: comedy & parody,rpt: practicing,top: synthetic life,com: proximity communication,int: visual aid,game object personalization,set-t: other,top: plants,top: music,wyd: exploring,top: magic,goc: permadeath,mech: queue,rnd: agents,top: economy,top: free will,top: power struggle,rep: meta progression,set-g: space western,set-s: space,set-s: space ship,sim: day-night cycle,struc: cyclic,mul: online multiplayer,set-g: western,ai: uncommandable,top: machine intelligence,top: parenthood,vis: charts,dd: compass,mech: transform,misc: educational,set-t: middle ages,rep: unlock content,com: chat wheel,com: external,com: gestures,com: text chat,com: voice chat,ginfo: scouting,info: distribute,pc: strategy challenges,rnd: ability select,struc: match based,top: aliens,vision: fog of war,pc: other,ai: commandable,mech: configurable quick access,mech: quest tracker display,misc: community content,rnd: events,rnd: loot,rpt: grinding,sch: recipe,set-s: other,spn: marker,top: colonialization,top: ecosystems,vis: icons & symbols,vision: cones,wyd: crafting,sim: daily routines,sim: needs,sim: seasons & weather,auto: configure,mech: change game speed,mng: units,sch: blueprint,sch: copy-paste,sim: economy,top: settlement,wyd: building,auto: assemble,sch: template,com: free drawing,com: markers and pings,com: soundboard,map: drawing,mng: compose team,mul: leave game objects,rnd: ability outcome,spn: pings,mul: leave text,mul: local multiplayer,set-s: nature,wyd: farming,mech: challenges,mech: combos,top: grief & loss,top: conquest,top: gods,misc: collectibles,set-g: zombie apocalypse,mech: card game,mech: physical save points,mul: couch coop,wyd: platforming,set-g: horror & gore,wyd: racing,vision: other,struc: turnbased,top: art,set-g: steampunk,set-s: underwater,set-s: africa,mini: strategy,top: sports,set-t: antiquity,com: free gestures
2.475225672124286,39.42937726309727,1,Her Story,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
12.795586377074462,31.48482198917142,2,L.A. Noire,false,true,true,false,false,false,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,true,true,false,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
14.175375186241014,18.145727611812262,3,The Wolf Among Us,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
4.521479835575202,23.22423645568263,4,Sherlock Holmes: Crimes & Punishments,false,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,true,true,true,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
8.382423885722345,28.223076450854077,5,Sherlock Holmes: Consulting Detective,false,true,true,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
10.824501094038126,31.199133767229885,6,The Blackwell Legacy,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
0.474293280766436,29.15233603912772,7,Return Of The Obra Dinn,false,true,true,true,false,false,true,true,true,false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
21.744992078338676,5.630971003077751,8,Shadows of Doubt,true,false,true,true,true,false,false,true,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
12.296966429795486,24.73270983890216,9,Lucifer Within Us,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1.391192036168632,29.40253776046903,10,The Case of the Golden Idol,false,true,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
